INCTOT,INCTOT_group
354000,"$150,000+"
354100,"$150,000+"
354200,"$150,000+"
354300,"$150,000+"
354400,"$150,000+"
354500,"$150,000+"
354600,"$150,000+"
354700,"$150,000+"
354800,"$150,000+"
354900,"$150,000+"
355000,"$150,000+"
355100,"$150,000+"
355200,"$150,000+"
355300,"$150,000+"
355400,"$150,000+"
355500,"$150,000+"
355600,"$150,000+"
355700,"$150,000+"
355800,"$150,000+"
355900,"$150,000+"
356000,"$150,000+"
356010,"$150,000+"
356080,"$150,000+"
356090,"$150,000+"
356100,"$150,000+"
356110,"$150,000+"
356200,"$150,000+"
356300,"$150,000+"
356330,"$150,000+"
356400,"$150,000+"
356500,"$150,000+"
356600,"$150,000+"
356700,"$150,000+"
356800,"$150,000+"
356850,"$150,000+"
356900,"$150,000+"
357000,"$150,000+"
357030,"$150,000+"
357100,"$150,000+"
357200,"$150,000+"
357300,"$150,000+"
357400,"$150,000+"
357500,"$150,000+"
357600,"$150,000+"
357700,"$150,000+"
357770,"$150,000+"
357800,"$150,000+"
357900,"$150,000+"
358000,"$150,000+"
358080,"$150,000+"
358100,"$150,000+"
358200,"$150,000+"
358300,"$150,000+"
358310,"$150,000+"
358360,"$150,000+"
358400,"$150,000+"
358600,"$150,000+"
358700,"$150,000+"
358800,"$150,000+"
358900,"$150,000+"
359000,"$150,000+"
359100,"$150,000+"
359120,"$150,000+"
359200,"$150,000+"
359300,"$150,000+"
359400,"$150,000+"
359500,"$150,000+"
359600,"$150,000+"
359670,"$150,000+"
359700,"$150,000+"
359800,"$150,000+"
359900,"$150,000+"
360000,"$150,000+"
360040,"$150,000+"
360100,"$150,000+"
360150,"$150,000+"
360200,"$150,000+"
360300,"$150,000+"
360400,"$150,000+"
360480,"$150,000+"
360500,"$150,000+"
360600,"$150,000+"
360670,"$150,000+"
360700,"$150,000+"
360800,"$150,000+"
360850,"$150,000+"
360900,"$150,000+"
360940,"$150,000+"
361000,"$150,000+"
361100,"$150,000+"
361150,"$150,000+"
361200,"$150,000+"
361300,"$150,000+"
361400,"$150,000+"
361500,"$150,000+"
361600,"$150,000+"
361700,"$150,000+"
361800,"$150,000+"
361900,"$150,000+"
362000,"$150,000+"
362010,"$150,000+"
362100,"$150,000+"
362200,"$150,000+"
362400,"$150,000+"
362480,"$150,000+"
362500,"$150,000+"
362600,"$150,000+"
362700,"$150,000+"
362750,"$150,000+"
362800,"$150,000+"
362890,"$150,000+"
363000,"$150,000+"
363050,"$150,000+"
363100,"$150,000+"
363170,"$150,000+"
363180,"$150,000+"
363200,"$150,000+"
363300,"$150,000+"
363310,"$150,000+"
363400,"$150,000+"
363500,"$150,000+"
363550,"$150,000+"
363600,"$150,000+"
363620,"$150,000+"
363700,"$150,000+"
363800,"$150,000+"
363900,"$150,000+"
363904,"$150,000+"
364000,"$150,000+"
364100,"$150,000+"
364200,"$150,000+"
364300,"$150,000+"
364400,"$150,000+"
364500,"$150,000+"
364600,"$150,000+"
364610,"$150,000+"
364700,"$150,000+"
364800,"$150,000+"
364900,"$150,000+"
365000,"$150,000+"
365020,"$150,000+"
365100,"$150,000+"
365150,"$150,000+"
365200,"$150,000+"
365250,"$150,000+"
365290,"$150,000+"
365300,"$150,000+"
365400,"$150,000+"
365450,"$150,000+"
365500,"$150,000+"
365510,"$150,000+"
365700,"$150,000+"
365800,"$150,000+"
365900,"$150,000+"
366000,"$150,000+"
366100,"$150,000+"
366200,"$150,000+"
366300,"$150,000+"
366500,"$150,000+"
366590,"$150,000+"
366600,"$150,000+"
366700,"$150,000+"
366800,"$150,000+"
366900,"$150,000+"
366920,"$150,000+"
367000,"$150,000+"
367020,"$150,000+"
367100,"$150,000+"
367120,"$150,000+"
367130,"$150,000+"
367200,"$150,000+"
367250,"$150,000+"
367300,"$150,000+"
367400,"$150,000+"
367500,"$150,000+"
367600,"$150,000+"
367660,"$150,000+"
367700,"$150,000+"
367800,"$150,000+"
367900,"$150,000+"
368000,"$150,000+"
368100,"$150,000+"
368200,"$150,000+"
368300,"$150,000+"
368400,"$150,000+"
368500,"$150,000+"
368590,"$150,000+"
368600,"$150,000+"
368700,"$150,000+"
368800,"$150,000+"
368900,"$150,000+"
369000,"$150,000+"
369100,"$150,000+"
369200,"$150,000+"
369300,"$150,000+"
369400,"$150,000+"
369500,"$150,000+"
369600,"$150,000+"
369700,"$150,000+"
369800,"$150,000+"
369860,"$150,000+"
369900,"$150,000+"
370000,"$150,000+"
370010,"$150,000+"
370060,"$150,000+"
370080,"$150,000+"
370100,"$150,000+"
370150,"$150,000+"
370200,"$150,000+"
370250,"$150,000+"
370300,"$150,000+"
370400,"$150,000+"
370500,"$150,000+"
370600,"$150,000+"
370620,"$150,000+"
370700,"$150,000+"
370800,"$150,000+"
370900,"$150,000+"
371000,"$150,000+"
371100,"$150,000+"
371200,"$150,000+"
371300,"$150,000+"
371400,"$150,000+"
371500,"$150,000+"
371600,"$150,000+"
371700,"$150,000+"
371800,"$150,000+"
371900,"$150,000+"
372000,"$150,000+"
372100,"$150,000+"
372200,"$150,000+"
372300,"$150,000+"
372400,"$150,000+"
372500,"$150,000+"
372600,"$150,000+"
372700,"$150,000+"
372800,"$150,000+"
372900,"$150,000+"
373000,"$150,000+"
373060,"$150,000+"
373100,"$150,000+"
373200,"$150,000+"
373300,"$150,000+"
373400,"$150,000+"
373500,"$150,000+"
373600,"$150,000+"
373700,"$150,000+"
373800,"$150,000+"
373900,"$150,000+"
374000,"$150,000+"
374100,"$150,000+"
374120,"$150,000+"
374200,"$150,000+"
374300,"$150,000+"
374400,"$150,000+"
374450,"$150,000+"
374500,"$150,000+"
374600,"$150,000+"
374700,"$150,000+"
374800,"$150,000+"
374900,"$150,000+"
375000,"$150,000+"
375060,"$150,000+"
375100,"$150,000+"
375110,"$150,000+"
375200,"$150,000+"
375300,"$150,000+"
375400,"$150,000+"
375500,"$150,000+"
375600,"$150,000+"
375700,"$150,000+"
375750,"$150,000+"
375800,"$150,000+"
375900,"$150,000+"
376000,"$150,000+"
376020,"$150,000+"
376100,"$150,000+"
376200,"$150,000+"
376300,"$150,000+"
376400,"$150,000+"
376500,"$150,000+"
376600,"$150,000+"
376700,"$150,000+"
376800,"$150,000+"
376900,"$150,000+"
377000,"$150,000+"
377100,"$150,000+"
377300,"$150,000+"
377400,"$150,000+"
377440,"$150,000+"
377500,"$150,000+"
377600,"$150,000+"
377700,"$150,000+"
377800,"$150,000+"
377900,"$150,000+"
378000,"$150,000+"
378100,"$150,000+"
378120,"$150,000+"
378200,"$150,000+"
378250,"$150,000+"
378300,"$150,000+"
378400,"$150,000+"
378500,"$150,000+"
378600,"$150,000+"
378700,"$150,000+"
378800,"$150,000+"
378870,"$150,000+"
378900,"$150,000+"
379000,"$150,000+"
379020,"$150,000+"
379100,"$150,000+"
379130,"$150,000+"
379200,"$150,000+"
379250,"$150,000+"
379300,"$150,000+"
379400,"$150,000+"
379500,"$150,000+"
379600,"$150,000+"
379650,"$150,000+"
379700,"$150,000+"
379800,"$150,000+"
379850,"$150,000+"
379930,"$150,000+"
380000,"$150,000+"
380004,"$150,000+"
380050,"$150,000+"
380100,"$150,000+"
380120,"$150,000+"
380200,"$150,000+"
380300,"$150,000+"
380320,"$150,000+"
380400,"$150,000+"
380500,"$150,000+"
380600,"$150,000+"
380700,"$150,000+"
380800,"$150,000+"
380900,"$150,000+"
381000,"$150,000+"
381010,"$150,000+"
381100,"$150,000+"
381200,"$150,000+"
381300,"$150,000+"
381400,"$150,000+"
381500,"$150,000+"
381600,"$150,000+"
381700,"$150,000+"
381800,"$150,000+"
381900,"$150,000+"
382000,"$150,000+"
382020,"$150,000+"
382040,"$150,000+"
382050,"$150,000+"
382100,"$150,000+"
382200,"$150,000+"
382250,"$150,000+"
382300,"$150,000+"
382400,"$150,000+"
382500,"$150,000+"
382550,"$150,000+"
382600,"$150,000+"
382700,"$150,000+"
382900,"$150,000+"
383000,"$150,000+"
383010,"$150,000+"
383050,"$150,000+"
383100,"$150,000+"
383110,"$150,000+"
383140,"$150,000+"
383200,"$150,000+"
383250,"$150,000+"
383300,"$150,000+"
383380,"$150,000+"
383400,"$150,000+"
383500,"$150,000+"
383550,"$150,000+"
383600,"$150,000+"
383700,"$150,000+"
383800,"$150,000+"
383850,"$150,000+"
383900,"$150,000+"
383910,"$150,000+"
384000,"$150,000+"
384040,"$150,000+"
384100,"$150,000+"
384200,"$150,000+"
384290,"$150,000+"
384300,"$150,000+"
384400,"$150,000+"
384500,"$150,000+"
384600,"$150,000+"
384700,"$150,000+"
384800,"$150,000+"
384900,"$150,000+"
385000,"$150,000+"
385010,"$150,000+"
385100,"$150,000+"
385200,"$150,000+"
385230,"$150,000+"
385250,"$150,000+"
385400,"$150,000+"
385500,"$150,000+"
385600,"$150,000+"
385700,"$150,000+"
385800,"$150,000+"
385810,"$150,000+"
385900,"$150,000+"
386000,"$150,000+"
386020,"$150,000+"
386100,"$150,000+"
386140,"$150,000+"
386200,"$150,000+"
386300,"$150,000+"
386360,"$150,000+"
386370,"$150,000+"
386400,"$150,000+"
386410,"$150,000+"
386500,"$150,000+"
386600,"$150,000+"
386610,"$150,000+"
386700,"$150,000+"
386800,"$150,000+"
386900,"$150,000+"
387000,"$150,000+"
387100,"$150,000+"
387140,"$150,000+"
387200,"$150,000+"
387300,"$150,000+"
387400,"$150,000+"
387500,"$150,000+"
387570,"$150,000+"
387600,"$150,000+"
387700,"$150,000+"
387800,"$150,000+"
387900,"$150,000+"
388000,"$150,000+"
388090,"$150,000+"
388100,"$150,000+"
388120,"$150,000+"
388200,"$150,000+"
388300,"$150,000+"
388310,"$150,000+"
388390,"$150,000+"
388400,"$150,000+"
388500,"$150,000+"
388600,"$150,000+"
388700,"$150,000+"
388780,"$150,000+"
388800,"$150,000+"
388870,"$150,000+"
388900,"$150,000+"
388930,"$150,000+"
389000,"$150,000+"
389100,"$150,000+"
389200,"$150,000+"
389300,"$150,000+"
389310,"$150,000+"
389400,"$150,000+"
389500,"$150,000+"
389600,"$150,000+"
389700,"$150,000+"
389800,"$150,000+"
389900,"$150,000+"
390000,"$150,000+"
390100,"$150,000+"
390200,"$150,000+"
390250,"$150,000+"
390300,"$150,000+"
390400,"$150,000+"
390500,"$150,000+"
390600,"$150,000+"
390650,"$150,000+"
390700,"$150,000+"
390800,"$150,000+"
390900,"$150,000+"
391000,"$150,000+"
391040,"$150,000+"
391100,"$150,000+"
391200,"$150,000+"
391300,"$150,000+"
391400,"$150,000+"
391500,"$150,000+"
391600,"$150,000+"
391700,"$150,000+"
391800,"$150,000+"
391900,"$150,000+"
392000,"$150,000+"
392100,"$150,000+"
392200,"$150,000+"
392300,"$150,000+"
392400,"$150,000+"
392500,"$150,000+"
392600,"$150,000+"
392700,"$150,000+"
392800,"$150,000+"
392900,"$150,000+"
393000,"$150,000+"
393100,"$150,000+"
393200,"$150,000+"
393300,"$150,000+"
393500,"$150,000+"
393600,"$150,000+"
393700,"$150,000+"
393800,"$150,000+"
393900,"$150,000+"
394000,"$150,000+"
394100,"$150,000+"
394200,"$150,000+"
394300,"$150,000+"
394400,"$150,000+"
394500,"$150,000+"
394550,"$150,000+"
394600,"$150,000+"
394700,"$150,000+"
394900,"$150,000+"
395000,"$150,000+"
395200,"$150,000+"
395250,"$150,000+"
395300,"$150,000+"
395400,"$150,000+"
395500,"$150,000+"
395510,"$150,000+"
395750,"$150,000+"
395800,"$150,000+"
395900,"$150,000+"
396000,"$150,000+"
396100,"$150,000+"
396200,"$150,000+"
396300,"$150,000+"
396500,"$150,000+"
396700,"$150,000+"
396800,"$150,000+"
396900,"$150,000+"
397000,"$150,000+"
397040,"$150,000+"
397100,"$150,000+"
397150,"$150,000+"
397200,"$150,000+"
397300,"$150,000+"
397400,"$150,000+"
397500,"$150,000+"
397600,"$150,000+"
397700,"$150,000+"
397800,"$150,000+"
397900,"$150,000+"
398000,"$150,000+"
398100,"$150,000+"
398200,"$150,000+"
398300,"$150,000+"
398400,"$150,000+"
398500,"$150,000+"
398600,"$150,000+"
398700,"$150,000+"
398800,"$150,000+"
398900,"$150,000+"
398960,"$150,000+"
399000,"$150,000+"
399100,"$150,000+"
399200,"$150,000+"
399250,"$150,000+"
399300,"$150,000+"
399400,"$150,000+"
399500,"$150,000+"
399580,"$150,000+"
399600,"$150,000+"
399700,"$150,000+"
399800,"$150,000+"
399900,"$150,000+"
400000,"$150,000+"
400020,"$150,000+"
400040,"$150,000+"
400050,"$150,000+"
400080,"$150,000+"
400100,"$150,000+"
400190,"$150,000+"
400200,"$150,000+"
400250,"$150,000+"
400300,"$150,000+"
400350,"$150,000+"
400400,"$150,000+"
400500,"$150,000+"
400600,"$150,000+"
400650,"$150,000+"
400700,"$150,000+"
400800,"$150,000+"
400900,"$150,000+"
401000,"$150,000+"
401100,"$150,000+"
401200,"$150,000+"
401300,"$150,000+"
401400,"$150,000+"
401500,"$150,000+"
401600,"$150,000+"
401700,"$150,000+"
401800,"$150,000+"
401900,"$150,000+"
402000,"$150,000+"
402100,"$150,000+"
402200,"$150,000+"
402300,"$150,000+"
402400,"$150,000+"
402460,"$150,000+"
402500,"$150,000+"
402600,"$150,000+"
402680,"$150,000+"
402700,"$150,000+"
402710,"$150,000+"
402800,"$150,000+"
403000,"$150,000+"
403100,"$150,000+"
403200,"$150,000+"
403300,"$150,000+"
403400,"$150,000+"
403500,"$150,000+"
403600,"$150,000+"
403700,"$150,000+"
403800,"$150,000+"
403900,"$150,000+"
404000,"$150,000+"
404200,"$150,000+"
404300,"$150,000+"
404400,"$150,000+"
404500,"$150,000+"
404580,"$150,000+"
404600,"$150,000+"
404700,"$150,000+"
404800,"$150,000+"
404880,"$150,000+"
404900,"$150,000+"
405000,"$150,000+"
405100,"$150,000+"
405200,"$150,000+"
405300,"$150,000+"
405400,"$150,000+"
405500,"$150,000+"
405520,"$150,000+"
405600,"$150,000+"
405700,"$150,000+"
405800,"$150,000+"
406000,"$150,000+"
406070,"$150,000+"
406100,"$150,000+"
406200,"$150,000+"
406300,"$150,000+"
406400,"$150,000+"
406500,"$150,000+"
406600,"$150,000+"
406700,"$150,000+"
406800,"$150,000+"
406900,"$150,000+"
407000,"$150,000+"
407050,"$150,000+"
407100,"$150,000+"
407200,"$150,000+"
407300,"$150,000+"
407400,"$150,000+"
407500,"$150,000+"
407600,"$150,000+"
407700,"$150,000+"
407800,"$150,000+"
407900,"$150,000+"
408000,"$150,000+"
408100,"$150,000+"
408200,"$150,000+"
408300,"$150,000+"
408400,"$150,000+"
408500,"$150,000+"
408600,"$150,000+"
408700,"$150,000+"
409000,"$150,000+"
409100,"$150,000+"
409200,"$150,000+"
409400,"$150,000+"
409490,"$150,000+"
409500,"$150,000+"
409600,"$150,000+"
409800,"$150,000+"
409900,"$150,000+"
410000,"$150,000+"
410100,"$150,000+"
410200,"$150,000+"
410300,"$150,000+"
410400,"$150,000+"
410500,"$150,000+"
410600,"$150,000+"
410700,"$150,000+"
410800,"$150,000+"
410860,"$150,000+"
410900,"$150,000+"
411000,"$150,000+"
411020,"$150,000+"
411050,"$150,000+"
411100,"$150,000+"
411150,"$150,000+"
411200,"$150,000+"
411300,"$150,000+"
411340,"$150,000+"
411380,"$150,000+"
411400,"$150,000+"
411600,"$150,000+"
411700,"$150,000+"
411800,"$150,000+"
411900,"$150,000+"
412000,"$150,000+"
412100,"$150,000+"
412200,"$150,000+"
412300,"$150,000+"
412400,"$150,000+"
412500,"$150,000+"
412600,"$150,000+"
412700,"$150,000+"
412800,"$150,000+"
413000,"$150,000+"
413004,"$150,000+"
413100,"$150,000+"
413300,"$150,000+"
413400,"$150,000+"
413500,"$150,000+"
413600,"$150,000+"
413800,"$150,000+"
413900,"$150,000+"
413920,"$150,000+"
414000,"$150,000+"
414100,"$150,000+"
414160,"$150,000+"
414200,"$150,000+"
414300,"$150,000+"
414400,"$150,000+"
414500,"$150,000+"
414600,"$150,000+"
414700,"$150,000+"
414800,"$150,000+"
414900,"$150,000+"
415000,"$150,000+"
415100,"$150,000+"
415200,"$150,000+"
415300,"$150,000+"
415400,"$150,000+"
415500,"$150,000+"
415600,"$150,000+"
415700,"$150,000+"
415800,"$150,000+"
415920,"$150,000+"
415950,"$150,000+"
416000,"$150,000+"
416030,"$150,000+"
416100,"$150,000+"
416200,"$150,000+"
416300,"$150,000+"
416400,"$150,000+"
416500,"$150,000+"
416600,"$150,000+"
416700,"$150,000+"
416800,"$150,000+"
416900,"$150,000+"
417000,"$150,000+"
417100,"$150,000+"
417200,"$150,000+"
417300,"$150,000+"
417400,"$150,000+"
417500,"$150,000+"
417600,"$150,000+"
417700,"$150,000+"
417800,"$150,000+"
417900,"$150,000+"
418000,"$150,000+"
418010,"$150,000+"
418020,"$150,000+"
418100,"$150,000+"
418130,"$150,000+"
418170,"$150,000+"
418200,"$150,000+"
418300,"$150,000+"
418390,"$150,000+"
418400,"$150,000+"
418500,"$150,000+"
418600,"$150,000+"
418700,"$150,000+"
418750,"$150,000+"
418780,"$150,000+"
418800,"$150,000+"
418870,"$150,000+"
419000,"$150,000+"
419100,"$150,000+"
419200,"$150,000+"
419250,"$150,000+"
419300,"$150,000+"
419400,"$150,000+"
419500,"$150,000+"
419600,"$150,000+"
419700,"$150,000+"
419800,"$150,000+"
419900,"$150,000+"
420000,"$150,000+"
420050,"$150,000+"
420100,"$150,000+"
420120,"$150,000+"
420200,"$150,000+"
420400,"$150,000+"
420500,"$150,000+"
420600,"$150,000+"
420700,"$150,000+"
420800,"$150,000+"
420900,"$150,000+"
421000,"$150,000+"
421200,"$150,000+"
421300,"$150,000+"
421400,"$150,000+"
421490,"$150,000+"
421500,"$150,000+"
421600,"$150,000+"
421700,"$150,000+"
421800,"$150,000+"
421900,"$150,000+"
422000,"$150,000+"
422100,"$150,000+"
422200,"$150,000+"
422300,"$150,000+"
422400,"$150,000+"
422500,"$150,000+"
422700,"$150,000+"
423000,"$150,000+"
423100,"$150,000+"
423200,"$150,000+"
423300,"$150,000+"
423400,"$150,000+"
423500,"$150,000+"
423600,"$150,000+"
423700,"$150,000+"
423800,"$150,000+"
423900,"$150,000+"
424000,"$150,000+"
424100,"$150,000+"
424300,"$150,000+"
424400,"$150,000+"
424500,"$150,000+"
424600,"$150,000+"
424700,"$150,000+"
424900,"$150,000+"
425000,"$150,000+"
425030,"$150,000+"
425100,"$150,000+"
425200,"$150,000+"
425220,"$150,000+"
425300,"$150,000+"
425400,"$150,000+"
425500,"$150,000+"
425600,"$150,000+"
425700,"$150,000+"
425800,"$150,000+"
425900,"$150,000+"
426000,"$150,000+"
426080,"$150,000+"
426100,"$150,000+"
426200,"$150,000+"
426230,"$150,000+"
426300,"$150,000+"
426400,"$150,000+"
426500,"$150,000+"
426600,"$150,000+"
426700,"$150,000+"
426800,"$150,000+"
426900,"$150,000+"
427000,"$150,000+"
427200,"$150,000+"
427300,"$150,000+"
427400,"$150,000+"
427500,"$150,000+"
427600,"$150,000+"
427700,"$150,000+"
427800,"$150,000+"
427900,"$150,000+"
428000,"$150,000+"
428100,"$150,000+"
428200,"$150,000+"
428210,"$150,000+"
428300,"$150,000+"
428560,"$150,000+"
428600,"$150,000+"
428800,"$150,000+"
428900,"$150,000+"
429000,"$150,000+"
429010,"$150,000+"
429020,"$150,000+"
429060,"$150,000+"
429080,"$150,000+"
429100,"$150,000+"
429160,"$150,000+"
429200,"$150,000+"
429300,"$150,000+"
429400,"$150,000+"
429500,"$150,000+"
429600,"$150,000+"
429700,"$150,000+"
429800,"$150,000+"
429900,"$150,000+"
430000,"$150,000+"
430100,"$150,000+"
430200,"$150,000+"
430300,"$150,000+"
430400,"$150,000+"
430500,"$150,000+"
430600,"$150,000+"
430700,"$150,000+"
430800,"$150,000+"
430900,"$150,000+"
431000,"$150,000+"
431100,"$150,000+"
431300,"$150,000+"
431400,"$150,000+"
431500,"$150,000+"
431600,"$150,000+"
431720,"$150,000+"
431750,"$150,000+"
431800,"$150,000+"
432000,"$150,000+"
432020,"$150,000+"
432030,"$150,000+"
432100,"$150,000+"
432150,"$150,000+"
432200,"$150,000+"
432300,"$150,000+"
432400,"$150,000+"
432500,"$150,000+"
432550,"$150,000+"
432700,"$150,000+"
432800,"$150,000+"
432890,"$150,000+"
432900,"$150,000+"
432910,"$150,000+"
433000,"$150,000+"
433030,"$150,000+"
433200,"$150,000+"
433400,"$150,000+"
433500,"$150,000+"
433600,"$150,000+"
433700,"$150,000+"
433800,"$150,000+"
433900,"$150,000+"
434000,"$150,000+"
434190,"$150,000+"
434200,"$150,000+"
434300,"$150,000+"
434400,"$150,000+"
434420,"$150,000+"
434500,"$150,000+"
434560,"$150,000+"
434600,"$150,000+"
434700,"$150,000+"
434800,"$150,000+"
434900,"$150,000+"
435000,"$150,000+"
435100,"$150,000+"
435200,"$150,000+"
435300,"$150,000+"
435400,"$150,000+"
435500,"$150,000+"
435600,"$150,000+"
435700,"$150,000+"
435730,"$150,000+"
435800,"$150,000+"
435900,"$150,000+"
436000,"$150,000+"
436030,"$150,000+"
436100,"$150,000+"
436200,"$150,000+"
436300,"$150,000+"
436400,"$150,000+"
436500,"$150,000+"
436600,"$150,000+"
436700,"$150,000+"
436800,"$150,000+"
437000,"$150,000+"
437030,"$150,000+"
437100,"$150,000+"
437200,"$150,000+"
437300,"$150,000+"
437400,"$150,000+"
437500,"$150,000+"
437600,"$150,000+"
437700,"$150,000+"
437730,"$150,000+"
437800,"$150,000+"
437900,"$150,000+"
438000,"$150,000+"
438050,"$150,000+"
438100,"$150,000+"
438200,"$150,000+"
438300,"$150,000+"
438400,"$150,000+"
438500,"$150,000+"
438600,"$150,000+"
438700,"$150,000+"
438800,"$150,000+"
438900,"$150,000+"
439000,"$150,000+"
439100,"$150,000+"
439200,"$150,000+"
439300,"$150,000+"
439400,"$150,000+"
439500,"$150,000+"
439600,"$150,000+"
439700,"$150,000+"
439800,"$150,000+"
440000,"$150,000+"
440100,"$150,000+"
440200,"$150,000+"
440300,"$150,000+"
440400,"$150,000+"
440500,"$150,000+"
440600,"$150,000+"
440700,"$150,000+"
440800,"$150,000+"
440900,"$150,000+"
440960,"$150,000+"
441000,"$150,000+"
441004,"$150,000+"
441020,"$150,000+"
441200,"$150,000+"
441300,"$150,000+"
441400,"$150,000+"
441500,"$150,000+"
441700,"$150,000+"
441800,"$150,000+"
441900,"$150,000+"
442000,"$150,000+"
442100,"$150,000+"
442200,"$150,000+"
442300,"$150,000+"
442400,"$150,000+"
442450,"$150,000+"
442500,"$150,000+"
442600,"$150,000+"
442700,"$150,000+"
442800,"$150,000+"
442900,"$150,000+"
443000,"$150,000+"
443100,"$150,000+"
443200,"$150,000+"
443300,"$150,000+"
443400,"$150,000+"
443500,"$150,000+"
443600,"$150,000+"
443800,"$150,000+"
443900,"$150,000+"
444000,"$150,000+"
444004,"$150,000+"
444100,"$150,000+"
444200,"$150,000+"
444300,"$150,000+"
444334,"$150,000+"
444400,"$150,000+"
444500,"$150,000+"
444600,"$150,000+"
444700,"$150,000+"
444800,"$150,000+"
444900,"$150,000+"
445000,"$150,000+"
445100,"$150,000+"
445200,"$150,000+"
445300,"$150,000+"
445400,"$150,000+"
445500,"$150,000+"
445600,"$150,000+"
445700,"$150,000+"
445800,"$150,000+"
445900,"$150,000+"
446000,"$150,000+"
446100,"$150,000+"
446200,"$150,000+"
446300,"$150,000+"
446400,"$150,000+"
446500,"$150,000+"
446600,"$150,000+"
446800,"$150,000+"
446900,"$150,000+"
447000,"$150,000+"
447020,"$150,000+"
447100,"$150,000+"
447200,"$150,000+"
447300,"$150,000+"
447400,"$150,000+"
447500,"$150,000+"
447520,"$150,000+"
447600,"$150,000+"
447700,"$150,000+"
447800,"$150,000+"
447900,"$150,000+"
448000,"$150,000+"
448050,"$150,000+"
448100,"$150,000+"
448150,"$150,000+"
448200,"$150,000+"
448300,"$150,000+"
448400,"$150,000+"
448500,"$150,000+"
448600,"$150,000+"
448700,"$150,000+"
448800,"$150,000+"
448900,"$150,000+"
449000,"$150,000+"
449100,"$150,000+"
449200,"$150,000+"
449240,"$150,000+"
449300,"$150,000+"
449400,"$150,000+"
449500,"$150,000+"
449600,"$150,000+"
449700,"$150,000+"
449800,"$150,000+"
449900,"$150,000+"
450000,"$150,000+"
450020,"$150,000+"
450100,"$150,000+"
450120,"$150,000+"
450140,"$150,000+"
450200,"$150,000+"
450300,"$150,000+"
450400,"$150,000+"
450450,"$150,000+"
450500,"$150,000+"
450600,"$150,000+"
450700,"$150,000+"
450800,"$150,000+"
450900,"$150,000+"
451000,"$150,000+"
451100,"$150,000+"
451200,"$150,000+"
451300,"$150,000+"
451400,"$150,000+"
451500,"$150,000+"
451600,"$150,000+"
451700,"$150,000+"
451800,"$150,000+"
451900,"$150,000+"
452000,"$150,000+"
452020,"$150,000+"
452100,"$150,000+"
452200,"$150,000+"
452300,"$150,000+"
452400,"$150,000+"
452500,"$150,000+"
452590,"$150,000+"
452600,"$150,000+"
452700,"$150,000+"
452800,"$150,000+"
453000,"$150,000+"
453100,"$150,000+"
453200,"$150,000+"
453400,"$150,000+"
453500,"$150,000+"
453600,"$150,000+"
453700,"$150,000+"
453900,"$150,000+"
454000,"$150,000+"
454004,"$150,000+"
454100,"$150,000+"
454200,"$150,000+"
454250,"$150,000+"
454300,"$150,000+"
454400,"$150,000+"
454500,"$150,000+"
454600,"$150,000+"
454700,"$150,000+"
454800,"$150,000+"
454900,"$150,000+"
455000,"$150,000+"
455050,"$150,000+"
455080,"$150,000+"
455100,"$150,000+"
455200,"$150,000+"
455300,"$150,000+"
455400,"$150,000+"
455500,"$150,000+"
455600,"$150,000+"
455700,"$150,000+"
455800,"$150,000+"
455900,"$150,000+"
456000,"$150,000+"
456100,"$150,000+"
456200,"$150,000+"
456300,"$150,000+"
456500,"$150,000+"
456600,"$150,000+"
456700,"$150,000+"
456800,"$150,000+"
456900,"$150,000+"
457000,"$150,000+"
457020,"$150,000+"
457100,"$150,000+"
457200,"$150,000+"
457400,"$150,000+"
457430,"$150,000+"
457500,"$150,000+"
457600,"$150,000+"
457800,"$150,000+"
457900,"$150,000+"
458000,"$150,000+"
458100,"$150,000+"
458200,"$150,000+"
458300,"$150,000+"
458400,"$150,000+"
458500,"$150,000+"
458600,"$150,000+"
458700,"$150,000+"
458800,"$150,000+"
458900,"$150,000+"
459000,"$150,000+"
459100,"$150,000+"
459200,"$150,000+"
459300,"$150,000+"
459400,"$150,000+"
459500,"$150,000+"
459600,"$150,000+"
459700,"$150,000+"
459800,"$150,000+"
459900,"$150,000+"
460000,"$150,000+"
460100,"$150,000+"
460200,"$150,000+"
460400,"$150,000+"
460500,"$150,000+"
460600,"$150,000+"
460700,"$150,000+"
460800,"$150,000+"
460900,"$150,000+"
461000,"$150,000+"
461010,"$150,000+"
461100,"$150,000+"
461110,"$150,000+"
461130,"$150,000+"
461200,"$150,000+"
461400,"$150,000+"
461500,"$150,000+"
461700,"$150,000+"
461800,"$150,000+"
461900,"$150,000+"
462000,"$150,000+"
462200,"$150,000+"
462400,"$150,000+"
462500,"$150,000+"
462600,"$150,000+"
462700,"$150,000+"
462800,"$150,000+"
462900,"$150,000+"
463000,"$150,000+"
463100,"$150,000+"
463180,"$150,000+"
463200,"$150,000+"
463300,"$150,000+"
463400,"$150,000+"
463500,"$150,000+"
463600,"$150,000+"
463700,"$150,000+"
463800,"$150,000+"
463900,"$150,000+"
464000,"$150,000+"
464050,"$150,000+"
464100,"$150,000+"
464200,"$150,000+"
464300,"$150,000+"
464400,"$150,000+"
464500,"$150,000+"
464600,"$150,000+"
464700,"$150,000+"
464800,"$150,000+"
464900,"$150,000+"
465000,"$150,000+"
465030,"$150,000+"
465100,"$150,000+"
465200,"$150,000+"
465300,"$150,000+"
